building	culture	subculture	faction	battlefield_building	artpiece	artpiece_animated	description	icon	disables	short_description	flavour	display_tooltip
att_bld_all_resources_salt_2	att_cult_roman				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_salt_2	false	att_bld_all_resources_salt_2	att_bld_all_resources_salt_2	true
att_bld_all_resources_salt_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_salt_3	false	att_bld_all_resources_salt_3	att_bld_all_resources_salt_3	true
att_bld_all_resources_salt_3	att_cult_eastern				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_salt_3	false	att_bld_all_resources_salt_3	att_bld_all_resources_salt_3	true
att_bld_all_resources_salt_3	att_cult_roman				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_salt_3	false	att_bld_all_resources_salt_3	att_bld_all_resources_salt_3	true
att_bld_all_resources_salt_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_salt_4	false	att_bld_all_resources_salt_4	att_bld_all_resources_salt_4	true
att_bld_all_resources_salt_4	att_cult_eastern				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_salt_4	false	att_bld_all_resources_salt_4	att_bld_all_resources_salt_4	true
att_bld_all_resources_salt_4	att_cult_roman				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_salt_4	false	att_bld_all_resources_salt_4	att_bld_all_resources_salt_4	true
att_bld_all_resources_silk_1	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_silk_1	false	att_bld_all_resources_silk_1	att_bld_all_resources_silk_1	true
att_bld_all_resources_silk_1	att_cult_eastern				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_silk_1	false	att_bld_all_resources_silk_1	att_bld_all_resources_silk_1	true
att_bld_all_resources_silk_1	att_cult_roman				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_silk_1	false	att_bld_all_resources_silk_1	att_bld_all_resources_silk_1	true
att_bld_all_resources_silk_2	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_silk_2	false	att_bld_all_resources_silk_2	att_bld_all_resources_silk_2	true
att_bld_all_resources_silk_2	att_cult_eastern				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_silk_2	false	att_bld_all_resources_silk_2	att_bld_all_resources_silk_2	true
att_bld_all_resources_silk_2	att_cult_roman				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_silk_2	false	att_bld_all_resources_silk_2	att_bld_all_resources_silk_2	true
att_bld_all_resources_silk_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_silk_3	false	att_bld_all_resources_silk_3	att_bld_all_resources_silk_3	true
att_bld_all_resources_silk_3	att_cult_eastern				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_silk_3	false	att_bld_all_resources_silk_3	att_bld_all_resources_silk_3	true
att_bld_all_resources_silk_3	att_cult_roman				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_silk_3	false	att_bld_all_resources_silk_3	att_bld_all_resources_silk_3	true
att_bld_all_resources_silk_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_silk_4	false	att_bld_all_resources_silk_4	att_bld_all_resources_silk_4	true
att_bld_all_resources_silk_4	att_cult_eastern				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_silk_4	false	att_bld_all_resources_silk_4	att_bld_all_resources_silk_4	true
att_bld_all_resources_silk_4	att_cult_roman				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_silk_4	false	att_bld_all_resources_silk_4	att_bld_all_resources_silk_4	true
att_bld_all_resources_wood_1	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_wood_1	false	att_bld_all_resources_wood_1	att_bld_all_resources_wood_1	true
att_bld_all_resources_wood_1	att_cult_eastern				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_wood_1	false	att_bld_all_resources_wood_1	att_bld_all_resources_wood_1	true
att_bld_all_resources_wood_1	att_cult_roman				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_wood_1	false	att_bld_all_resources_wood_1	att_bld_all_resources_wood_1	true
att_bld_all_resources_wood_2	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_wood_2	false	att_bld_all_resources_wood_2	att_bld_all_resources_wood_2	true
att_bld_all_resources_wood_2	att_cult_eastern				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_wood_2	false	att_bld_all_resources_wood_2	att_bld_all_resources_wood_2	true
att_bld_all_resources_wood_2	att_cult_roman				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_wood_2	false	att_bld_all_resources_wood_2	att_bld_all_resources_wood_2	true
att_bld_all_resources_wood_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_wood_3	false	att_bld_all_resources_wood_3	att_bld_all_resources_wood_3	true
att_bld_all_resources_wood_3	att_cult_eastern				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_wood_3	false	att_bld_all_resources_wood_3	att_bld_all_resources_wood_3	true
att_bld_all_resources_wood_3	att_cult_roman				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_wood_3	false	att_bld_all_resources_wood_3	att_bld_all_resources_wood_3	true
att_bld_all_resources_wood_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_wood_4	false	att_bld_all_resources_wood_4	att_bld_all_resources_wood_4	true
att_bld_all_resources_wood_4	att_cult_eastern				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_wood_4	false	att_bld_all_resources_wood_4	att_bld_all_resources_wood_4	true
att_bld_all_resources_wood_4	att_cult_roman				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_all_resources_wood_4	false	att_bld_all_resources_wood_4	att_bld_all_resources_wood_4	true
att_bld_barbarian_city_major_1	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_major_1	false	att_bld_roman_west_city_major_1	att_bld_barbarian_civic_major_1	true
att_bld_barbarian_city_major_1	att_cult_barbarian	att_sub_cult_barbarian_celtic			campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_major_1	false	att_bld_roman_west_city_major_1	att_bld_barbarian_civic_major_1	true
att_bld_barbarian_city_major_1			att_fact_antes		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_major_1	false	att_slav_bld_city_major_1	att_slav_bld_city_major_1	true
att_bld_barbarian_city_major_1			att_fact_sclaveni		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_major_1	false	att_slav_bld_city_major_1	att_slav_bld_city_major_1	true
att_bld_barbarian_city_major_1			att_fact_venedi		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_major_1	false	att_slav_bld_city_major_1	att_slav_bld_city_major_1	true
att_bld_barbarian_city_major_2	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_major_2	false	att_bld_roman_west_city_major_2	att_bld_barbarian_civic_major_1	true
att_bld_barbarian_city_major_2	att_cult_barbarian	att_sub_cult_barbarian_celtic			campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_major_2	false	att_bld_roman_west_city_major_2	att_bld_barbarian_civic_major_1	true
att_bld_barbarian_city_major_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_major_3	false	att_bld_roman_west_city_major_3	att_bld_barbarian_civic_major_1	true
att_bld_barbarian_city_major_3	att_cult_barbarian	att_sub_cult_barbarian_celtic			campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_major_3	false	att_bld_roman_west_city_major_3	att_bld_barbarian_civic_major_1	true
att_bld_barbarian_city_major_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_major_4	false	att_bld_roman_west_city_major_4	att_bld_barbarian_civic_major_1	true
att_bld_barbarian_city_major_4	att_cult_barbarian	att_sub_cult_barbarian_celtic			campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_major_4	false	att_bld_roman_west_city_major_4	att_bld_barbarian_civic_major_1	true
att_bld_barbarian_city_major_ruin					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_settlement_ruin	false	att_bld_all_ruins	att_bld_all_ruins	true
att_bld_barbarian_city_minor_generic_1	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_minor_generic_1	false	att_bld_roman_west_city_minor_generic_1	att_bld_barbarian_civic_major_1	true
att_bld_barbarian_city_minor_generic_1	att_cult_barbarian	att_sub_cult_barbarian_celtic			campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_minor_generic_1	false	att_bld_roman_west_city_minor_generic_1	att_bld_barbarian_civic_major_1	true
att_bld_barbarian_city_minor_generic_1			att_fact_antes		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_minor_generic_1	false	att_slav_bld_city_minor_1	att_slav_bld_city_minor_1	true
att_bld_barbarian_city_minor_generic_1			att_fact_sclaveni		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_minor_generic_1	false	att_slav_bld_city_minor_1	att_slav_bld_city_minor_1	true
att_bld_barbarian_city_minor_generic_1			att_fact_venedi		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_minor_generic_1	false	att_slav_bld_city_minor_1	att_slav_bld_city_minor_1	true
att_bld_barbarian_city_minor_generic_2	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_minor_generic_2	false	att_bld_roman_west_city_minor_generic_2	att_bld_barbarian_civic_major_1	true
att_bld_barbarian_city_minor_generic_2	att_cult_barbarian	att_sub_cult_barbarian_celtic			campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_minor_generic_2	false	att_bld_roman_west_city_minor_generic_2	att_bld_barbarian_civic_major_1	true
att_bld_barbarian_city_minor_generic_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_minor_generic_3	false	att_bld_roman_west_city_minor_generic_3	att_bld_barbarian_civic_major_1	true
att_bld_barbarian_city_minor_generic_3	att_cult_barbarian	att_sub_cult_barbarian_celtic			campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_minor_generic_3	false	att_bld_roman_west_city_minor_generic_3	att_bld_barbarian_civic_major_1	true
att_bld_barbarian_city_minor_generic_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_minor_generic_4	false	att_bld_roman_west_city_minor_generic_4	att_bld_barbarian_civic_major_1	true
att_bld_barbarian_city_minor_generic_4	att_cult_barbarian	att_sub_cult_barbarian_celtic			campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_city_minor_generic_4	false	att_bld_roman_west_city_minor_generic_4	att_bld_barbarian_civic_major_1	true
att_bld_barbarian_city_minor_generic_ruin					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_settlement_ruin	false	att_bld_all_ruins	att_bld_all_ruins	true
att_bld_barbarian_civic_chieftain_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_chieftain_3	false	att_bld_barbarian_civic_chieftain_3	att_bld_barbarian_civic_chieftain_3	true
att_bld_barbarian_civic_chieftain_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_chieftain_4	false	att_bld_barbarian_civic_chieftain_4	att_bld_barbarian_civic_chieftain_4	true
att_bld_barbarian_civic_chieftain_5_legendary	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_chieftain_5_legendary	false	att_bld_barbarian_civic_chieftain_5_legendary	att_bld_barbarian_civic_chieftain_5_legendary	true
att_bld_barbarian_civic_greathall_2	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_greathall_2	false	att_bld_barbarian_civic_greathall_2	att_bld_barbarian_civic_greathall_2	true
att_bld_barbarian_civic_major_1	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_major_1	false	att_bld_barbarian_civic_major_1	att_bld_barbarian_civic_major_1	true
att_bld_barbarian_civic_market_2	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_market_2	false	att_bld_barbarian_civic_market_2	att_bld_barbarian_civic_market_2	true
att_bld_barbarian_civic_market_amber_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_market_amber_3	false	att_bld_barbarian_civic_market_amber_3	att_bld_barbarian_civic_market_amber_3	true
att_bld_barbarian_civic_market_amber_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_market_amber_4	false	att_bld_barbarian_civic_market_amber_4	att_bld_barbarian_civic_market_amber_4	true
att_bld_barbarian_civic_market_free_3	att_cult_barbarian		att_fact_langobardi		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_eastern_sassanid_civic_market_free_3	false	att_bld_barbarian_civic_market_free_3	att_bld_barbarian_civic_market_free	true
att_bld_barbarian_civic_market_free_3	att_cult_barbarian		att_fact_separatist_langobardi		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_eastern_sassanid_civic_market_free_3	false	att_bld_barbarian_civic_market_free_3	att_bld_barbarian_civic_market_free	true
att_bld_barbarian_civic_market_free_4	att_cult_barbarian		att_fact_langobardi		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_eastern_sassanid_civic_market_free_4	false	att_bld_barbarian_civic_market_free_4	att_bld_barbarian_civic_market_free	true
att_bld_barbarian_civic_market_free_4	att_cult_barbarian		att_fact_separatist_langobardi		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_eastern_sassanid_civic_market_free_4	false	att_bld_barbarian_civic_market_free_4	att_bld_barbarian_civic_market_free	true
att_bld_barbarian_civic_market_general_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_market_general_3	false	att_bld_barbarian_civic_market_general_3	att_bld_barbarian_civic_market_general_3	true
att_bld_barbarian_civic_market_general_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_market_general_4	false	att_bld_barbarian_civic_market_general_4	att_bld_barbarian_civic_market_general_4	true
att_bld_barbarian_civic_market_general_5_legendary_celts	att_cult_barbarian	att_sub_cult_barbarian_celtic			campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_cel_unlockable_trade	false	att_bld_barbarian_civic_market_amber_4	att_bld_barbarian_civic_market_amber_5	true
att_bld_barbarian_civic_market_slaves_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_market_slaves_3	false	att_bld_barbarian_civic_market_slaves_3	att_bld_barbarian_civic_market_slaves_3	true
att_bld_barbarian_civic_market_slaves_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_market_slaves_4	false	att_bld_barbarian_civic_market_slaves_4	att_bld_barbarian_civic_market_slaves_4	true
att_bld_barbarian_civic_minor_chieftain_1_legendary	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_major_1	false	att_bld_barbarian_civic_major_1	att_bld_barbarian_civic_major_1	true
att_bld_barbarian_civic_minor_chieftain_2_legendary	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_greathall_2	false	att_bld_barbarian_civic_greathall_2	att_bld_barbarian_civic_greathall_2	true
att_bld_barbarian_civic_minor_chieftain_3_legendary	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_chieftain_3	false	att_bld_barbarian_civic_chieftain_3	att_bld_barbarian_civic_chieftain_3	true
att_bld_barbarian_civic_minor_chieftain_4_legendary	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_chieftain_4	false	att_bld_barbarian_civic_chieftain_4	att_bld_barbarian_civic_chieftain_4	true
att_bld_barbarian_civic_minor_chieftain_5_legendary	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_chieftain_5_legendary	false	att_bld_barbarian_civic_chieftain_5_legendary	att_bld_barbarian_civic_chieftain_5_legendary	true
att_bld_barbarian_civic_storyteller_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_storyteller_3	false	att_bld_barbarian_civic_storyteller_3	att_bld_barbarian_civic_storyteller_3	true
att_bld_barbarian_civic_storyteller_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_storyteller_4	false	att_bld_barbarian_civic_storyteller_4	att_bld_barbarian_civic_storyteller_4	true
att_bld_barbarian_civic_storyteller_5	att_cult_barbarian		att_fact_alamanni		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_storyteller_5	false	att_bld_barbarian_civic_storyteller_5	att_bld_barbarian_civic_storyteller_5	true
att_bld_barbarian_civic_storyteller_5	att_cult_barbarian		att_fact_separatist_alamanni		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_storyteller_5	false	att_bld_barbarian_civic_storyteller_5	att_bld_barbarian_civic_storyteller_5	true
att_bld_barbarian_civic_tavern_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_tavern_3	false	att_bld_barbarian_civic_tavern_3	att_bld_barbarian_civic_tavern_3	true
att_bld_barbarian_civic_tavern_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_civic_tavern_4	false	att_bld_barbarian_civic_tavern_4	att_bld_barbarian_civic_tavern_4	true
att_bld_barbarian_civic_tavern_5_legendary_celts	att_cult_barbarian	att_sub_cult_barbarian_celtic			campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_cel_unlockable_military	false	att_bld_barbarian_civic_chieftain_5_legendary_celtic	att_bld_barbarian_civic_chieftain_5_legendary_celtic	true
att_bld_barbarian_farm_1	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_farm_1	false	att_bld_barbarian_farm_1	att_bld_barbarian_farm_1	true
att_bld_barbarian_farm_agriculture_2	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_farm_agriculture_2	false	att_bld_barbarian_farm_agriculture_2	att_bld_barbarian_farm_agriculture_2	true
att_bld_barbarian_farm_agriculture_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_farm_agriculture_3	false	att_bld_barbarian_farm_agriculture_3	att_bld_barbarian_farm_agriculture_3	true
att_bld_barbarian_farm_agriculture_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_farm_agriculture_4	false	att_bld_barbarian_farm_agriculture_4	att_bld_barbarian_farm_agriculture_4	true
att_bld_barbarian_farm_chickens_2	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_farm_chickens_2	false	att_bld_nomad_herders_goats_2	att_bld_nomad_herders_goats_2	true
att_bld_barbarian_farm_chickens_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_farm_chickens_3	false	att_bld_nomad_herders_goats_3	att_bld_nomad_herders_goats_3	true
att_bld_barbarian_farm_chickens_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_farm_chickens_4	false	att_bld_nomad_herders_goats_4	att_bld_nomad_herders_goats_4	true
att_bld_barbarian_farm_curing_1	att_cult_barbarian		att_fact_burgundii		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_farm_curing_1	false	att_bld_barbarian_farm_curing_1	att_bld_barbarian_farm_curing	true
att_bld_barbarian_farm_curing_1	att_cult_barbarian		att_fact_separatist_burgundii		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_farm_curing_1	false	att_bld_barbarian_farm_curing_1	att_bld_barbarian_farm_curing	true
att_bld_barbarian_farm_curing_2	att_cult_barbarian		att_fact_burgundii		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_farm_curing_2	false	att_bld_barbarian_farm_curing_2	att_bld_barbarian_farm_curing	true
att_bld_barbarian_farm_curing_2	att_cult_barbarian		att_fact_separatist_burgundii		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_farm_curing_2	false	att_bld_barbarian_farm_curing_2	att_bld_barbarian_farm_curing	true
att_bld_barbarian_farm_curing_3	att_cult_barbarian		att_fact_burgundii		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_farm_curing_3	false	att_bld_barbarian_farm_curing_3	att_bld_barbarian_farm_curing	true
att_bld_barbarian_farm_curing_3	att_cult_barbarian		att_fact_separatist_burgundii		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_farm_curing_3	false	att_bld_barbarian_farm_curing_3	att_bld_barbarian_farm_curing	true
att_bld_barbarian_farm_livestock_2	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_farm_livestock_2	false	att_bld_barbarian_farm_livestock_2	att_bld_barbarian_farm_livestock_2	true
att_bld_barbarian_farm_livestock_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_farm_livestock_3	false	att_bld_barbarian_farm_livestock_3	att_bld_barbarian_farm_livestock_3	true
att_bld_barbarian_farm_livestock_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_farm_livestock_4	false	att_bld_barbarian_farm_livestock_4	att_bld_barbarian_farm_livestock_4	true
att_bld_barbarian_industry_1	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_industry_1	false	att_bld_barbarian_industry_1	att_bld_barbarian_industry_1	true
att_bld_barbarian_industry_basketweaver_2	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_industry_basketweaver_2	false	att_bld_barbarian_industry_basketweaver_2	att_bld_barbarian_industry_basketweaver_2	true
att_bld_barbarian_industry_basketweaver_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_industry_basketweaver_3	false	att_bld_barbarian_industry_basketweaver_3	att_bld_barbarian_industry_basketweaver_3	true
att_bld_barbarian_industry_basketweaver_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_industry_basketweaver_4	false	att_bld_barbarian_industry_basketweaver_4	att_bld_barbarian_industry_basketweaver_4	true
att_bld_barbarian_industry_bonecarver_2	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_industry_bonecarver_2	false	att_bld_barbarian_industry_bonecarver_2	att_bld_barbarian_industry_bonecarver_2	true
att_bld_barbarian_industry_bonecarver_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_industry_bonecarver_3	false	att_bld_barbarian_industry_bonecarver_3	att_bld_barbarian_industry_bonecarver_3	true
att_bld_barbarian_industry_bonecarver_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_industry_bonecarver_4	false	att_bld_barbarian_industry_bonecarver_4	att_bld_barbarian_industry_bonecarver_4	true
att_bld_barbarian_industry_carpenter_2	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_industry_carpenter_2	false	att_bld_barbarian_industry_carpenter_2	att_bld_barbarian_industry_carpenter_2	true
att_bld_barbarian_industry_carpenter_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_industry_carpenter_3	false	att_bld_barbarian_industry_carpenter_3	att_bld_barbarian_industry_carpenter_3	true
att_bld_barbarian_industry_carpenter_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_industry_carpenter_4	false	att_bld_barbarian_industry_carpenter_4	att_bld_barbarian_industry_carpenter_4	true
att_bld_barbarian_industry_claypit_2	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_industry_claypit_2	false	att_bld_barbarian_industry_claypit_2	att_bld_barbarian_industry_claypit_2	true
att_bld_barbarian_industry_claypit_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_industry_claypit_3	false	att_bld_barbarian_industry_claypit_3	att_bld_barbarian_industry_claypit_3	true
att_bld_barbarian_industry_claypit_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_industry_claypit_4	false	att_bld_barbarian_industry_claypit_4	att_bld_barbarian_industry_claypit_4	true
att_bld_barbarian_industry_forge_2	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_industry_forge_2	false	att_bld_barbarian_industry_forge_2	att_bld_barbarian_industry_forge_2	true
att_bld_barbarian_industry_forge_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_industry_forge_3	false	att_bld_barbarian_industry_forge_3	att_bld_barbarian_industry_forge_3	true
att_bld_barbarian_industry_forge_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_industry_forge_4	false	att_bld_barbarian_industry_forge_4	att_bld_barbarian_industry_forge_4	true
att_bld_barbarian_port_1	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_port_1	false	att_bld_barbarian_port_1	att_bld_barbarian_port_1	true
att_bld_barbarian_port_fish_2	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_port_fish_2	false	att_bld_barbarian_port_fish_2	att_bld_barbarian_port_fish_2	true
att_bld_barbarian_port_fish_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_port_fish_3	false	att_bld_barbarian_port_fish_3	att_bld_barbarian_port_fish_3	true
att_bld_barbarian_port_fish_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_port_fish_4	false	att_bld_barbarian_port_fish_4	att_bld_barbarian_port_fish_4	true
att_bld_barbarian_port_military_2	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_port_military_2	false	att_bld_barbarian_port_military_2	att_bld_barbarian_port_military_2	true
att_bld_barbarian_port_military_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_port_military_3	false	att_bld_barbarian_port_military_3	att_bld_barbarian_port_military_3	true
att_bld_barbarian_port_military_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_port_military_4	false	att_bld_barbarian_port_military_4	att_bld_barbarian_port_military_4	true
att_bld_barbarian_port_trade_2	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_port_trade_2	false	att_bld_barbarian_port_trade_2	att_bld_barbarian_port_trade_2	true
