key	index	subculture	category	screen_name	screen_adjective	name_group	skin	ui_skin	is_rebel	mp_available	mp_available_naval	icons_path_units	flags_path	republican_flag_path	same_gov_type_revolution_flag_path	military_group	settler_rebellion_faction	movie_death_event	mp_use_republic_early	mp_use_republic_late	unit_regiment_name_group	ship_name_group	attack_desc	defend_desc	mp_stats_name	pre_battle_speech_parameter	can_be_regionless	senator_total	uses_legion_names	can_be_horde	use_military_force_morale	mp_force_gen_template	win_movie	voiceover_subculture	primary_colour_hex	alt_primary_colour_hex	secondary_colour_hex	alt_secondary_colour_hex	rebel_colour_hex	uniform_colour_hex	alt_uniform_colour_hex	card_colour_hex
att_fact_makran	2041790236	att_sub_cult_eastern_sassanid	playable	Makran	Makranian	122	eastern		false	false	false	data\ui\	data\ui\flags\Makran	data\ui\flags\	data\ui\flags\	att_est_sassanid	att_faction_false		false	false	122	122	You are attacking Makran!	You are defending against Makran!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default		att_sub_cult_eastern_sassanid	B4B055	000000	000000	000000	000000	000000	000000	7A1638
att_fact_parthia	2041790245	att_sub_cult_eastern_sassanid	playable	Parthia	Parthian	122	eastern		false	false	false	data\ui\	data\ui\flags\Parthia	data\ui\flags\	data\ui\flags\	att_est_sassanid	att_faction_false		false	false	122	122	You are attacking Parthia!	You are defending against Parthia!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default		att_sub_cult_eastern_sassanid	DFD77D	000000	000000	000000	000000	000000	000000	90455F
att_fact_persis	2041790246	att_sub_cult_eastern_sassanid	playable	Persia	Persian	122	eastern		false	false	false	data\ui\	data\ui\flags\Persis	data\ui\flags\	data\ui\flags\	att_est_sassanid	att_faction_false		false	false	122	122	You are attacking Persis!	You are defending against Persis!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default		att_sub_cult_eastern_sassanid	BEB673	000000	000000	000000	000000	000000	000000	D98D1F
att_fact_rebel_caucasian	2041790198	att_sub_cult_eastern_caucasian	playable	Caucasian Rebels	Caucasian	122	eastern		true	false	false	data\ui\	data\ui\flags\Rebels_Caucasian	data\ui\flags\	data\ui\flags\	rex_east_armenia	att_faction_false		false	false	122	122	You are attacking Caucasian Rebels!	You are defending against Caucasian Rebels!		PBS_PARAMETER_UNUSED	true	500	false	false	false	default		att_sub_cult_eastern_caucasian	5B5B5B	000000	000000	000000	000000	000000	000000	77B559
att_fact_rebel_eastern	2041790203	att_sub_cult_eastern_sassanid	playable	Eastern Rebels	Eastern	122	eastern		true	false	false	data\ui\	data\ui\flags\Rebels_Eastern	data\ui\flags\	data\ui\flags\	att_est_sassanid	att_faction_false		false	false	122	122	You are attacking Eastern Rebels!	You are defending against Eastern Rebels!		PBS_PARAMETER_UNUSED	true	150	false	false	false	default		att_sub_cult_eastern_sassanid	5B5B5B	000000	000000	000000	000000	000000	000000	732A0B
att_fact_separatist_eastern	2041790280	att_sub_cult_eastern_sassanid	playable	Eastern Separatists	Eastern	122	eastern		false	false	false	data\ui\	data\ui\flags\EasternSeparatists	data\ui\flags\	data\ui\flags\	att_est_sassanid	att_faction_false		false	false	122	122	You are attacking Eastern Separatists!	You are defending against Eastern Separatists!		PBS_PARAMETER_UNUSED	true	150	false	false	false	default		att_sub_cult_eastern_sassanid	E8DE84	000000	000000	000000	000000	000000	000000	732A0B
att_fact_spahan	2041790259	att_sub_cult_eastern_sassanid	playable	Spahan	Spahan	122	eastern		false	false	false	data\ui\	data\ui\flags\Spahan	data\ui\flags\	data\ui\flags\	att_est_sassanid	att_faction_false		false	false	122	122	You are attacking Spahan!	You are defending against Spahan!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default		att_sub_cult_eastern_sassanid	A89B2B	000000	000000	000000	000000	000000	000000	538DD5
att_fact_separatist_sassanid	2041790255	att_sub_cult_eastern_sassanid	playable	Sassanid Separatists	Sassanid	139	eastern		false	false	false	data\ui\	data\ui\flags\SassanidSeparatists	data\ui\flags\	data\ui\flags\	att_est_sassanid	att_faction_false		false	false	139	139	You are attacking Sassanid Separatists!	You are defending against Sassanid Separatists!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default		att_sub_cult_eastern_sassanid	6A5984	000000	000000	000000	000000	000000	000000	858585
att_fact_visigothi	2041790265	att_sub_cult_barbarian_germanic_east	playable	Visigoths	Visigothic	155	barbarian		false	true	true	data\ui\	data\ui\flags\Visigothi	data\ui\flags\	data\ui\flags\	att_ger_ostrogoths	att_faction_false		false	false	92	92	You are attacking the Visigoths!	You are defending against the Visigoths!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	att_mp_force_gen_visigoths	att_barbarian_win	att_sub_cult_barbarian_germanic_east	6A5C4C	000000	000000	000000	000000	000000	000000	4A4A4A
att_fact_ostrogothi	2041790243	att_sub_cult_barbarian_germanic_east	playable	Ostrogoths	Ostrogothic	155	barbarian		false	true	true	data\ui\	data\ui\flags\Ostrogothi	data\ui\flags\	data\ui\flags\	att_ger_ostrogoths	att_faction_false		false	false	92	92	You are attacking the Ostrogoths!	You are defending against the Ostrogoths!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	att_mp_force_gen_ostrogoths	att_barbarian_win	att_sub_cult_barbarian_germanic_east	444E6C	000000	000000	000000	000000	000000	000000	938704
att_fact_separatist_hunnic	2041790224	att_sub_cult_nomadic_hunnic	playable	Hunnic Separatists	Hunnic	132	nomadic		false	false	false	data\ui\	data\ui\flags\HunnicSeparatists	data\ui\flags\	data\ui\flags\	att_nom_core	att_faction_false		false	false	132	132	You are attacking Hunnic Separatists!	You are defending against Hunnic Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_nomadic_hunnic	AB9A48	000000	000000	000000	000000	000000	000000	858585
att_fact_alamanni	2041790183	att_sub_cult_barbarian_germanic_west	playable	Alamans	Alamannic	92	barbarian		false	true	true	data\ui\	data\ui\flags\Alamanni	data\ui\flags\	data\ui\flags\	att_ger_suebi	att_faction_false		false	false	92	92	You are attacking the Alamans!	You are defending against the Alamans!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	att_mp_force_gen_alamans	att_barbarian_win	att_sub_cult_barbarian_germanic_west	9EAF5B	000000	000000	000000	000000	000000	000000	E6D8CB
att_fact_alani	2041790184	att_sub_cult_barbarian_germanic_east	playable	Alans	Alanic	149	barbarian		false	true	true	data\ui\	data\ui\flags\Alani	data\ui\flags\	data\ui\flags\	att_ger_alani	att_faction_false		false	false	92	92	You are attacking the Alans!	You are defending against the Alans!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	att_mp_force_gen_alans	att_barbarian_win	att_sub_cult_barbarian_germanic_east	343D2D	000000	000000	000000	000000	000000	000000	758835
att_fact_anatolia	2041790597	att_sub_cult_roman_east	playable	Anatolia	Anatolian	116	eastern		false	false	false	data\ui\	data\ui\flags\Anatolia	data\ui\flags\	data\ui\flags\	att_rom_core		0	false	false	122	122	You are attacking Anatolia!	You are defending against Anatolia!		PBS_PARAMETER_UNUSED	true	500	false	false	true	default		att_sub_cult_roman_east	897A82	629ABE	192758	000000	000000	000000	000000	000000
att_fact_angli	2041790186	att_sub_cult_barbarian_germanic_west	playable	Angles	Anglic	158	barbarian		false	false	false	data\ui\	data\ui\flags\Angli	data\ui\flags\	data\ui\flags\	att_ger_core	att_faction_false		false	false	158	158	You are attacking the Angles!	You are defending against the Angles!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_germanic_north	467358	000000	000000	000000	000000	000000	000000	9DC06F
att_fact_antes	2041790187	att_sub_cult_barbarian_germanic_east	playable	Anteans	Antean	265	barbarian		false	false	false	data\ui\	data\ui\flags\Antes	data\ui\flags\	data\ui\flags\	att_slav_ante	att_faction_false		false	false	92	92	You are attacking the Anteans!	You are defending against the Anteans!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default	att_barbarian_win	att_sub_cult_barbarian_germanic_east	7798B3	000000	000000	000000	000000	000000	000000	537443
att_fact_asia	2041790191	att_sub_cult_roman_east	playable	Asia	Asian	133	default		false	false	false	data\ui\	data\ui\flags\Asia	data\ui\flags\	data\ui\flags\	att_rom_core			false	false	133	133	You are attacking Asia!	You are defending against Asia!		PBS_PARAMETER_UNUSED	true	500	false	false	true	default		att_sub_cult_roman_east	9287A6	000000	000000	000000	000000	000000	000000	357316
att_fact_axum	2041790193	att_sub_cult_eastern_desert	playable	Aksum	Aksumite	162	eastern		false	true	true	data\ui\	data\ui\flags\Axum	data\ui\flags\	data\ui\flags\	att_des_aksum	att_faction_false		false	false	121	121	You are attacking Aksum!	You are defending against Aksum!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default	att_sands_win	att_sub_cult_eastern_desert	622516	211F1F	E7C281	000000	000000	000000	000000	FFCA8E
att_fact_bastarnae	2041790194	att_sub_cult_barbarian_germanic_east	playable	Bastarnians	Bastarnian	155	barbarian		false	false	false	data\ui\	data\ui\flags\Bastarnae	data\ui\flags\	data\ui\flags\	att_ger_ostrogoths	att_faction_false		false	false	92	92	You are attacking the Bastarnians!	You are defending against the Bastarnians!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_germanic_east	4C6434	000000	000000	000000	000000	000000	000000	CC7762
att_fact_burgundii	2041790197	att_sub_cult_barbarian_germanic_west	playable	Burgundians	Burgundian	92	barbarian		false	true	true	data\ui\	data\ui\flags\Burgundi	data\ui\flags\	data\ui\flags\	att_ger_core	att_faction_false		false	false	92	92	You are attacking the Burgundians!	You are defending against the Burgundians!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	att_mp_force_gen_burgundians	att_barbarian_win	att_sub_cult_barbarian_germanic_west	7B9D5E	000000	000000	000000	000000	000000	000000	A93907
att_fact_dani	2041790201	att_sub_cult_barbarian_germanic_north	playable	Danes	Danish	111	barbarian		false	false	false	data\ui\	data\ui\flags\Dani	data\ui\flags\	data\ui\flags\	att_nor_geats	att_faction_false		false	false	111	111	You are attacking the Danes!	You are defending against the Danes!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	att_mp_force_gen_danes	att_barbarian_win	att_sub_cult_barbarian_germanic_north	A0B9DC	000000	000000	000000	000000	000000	000000	3F3F60
att_fact_ebdani	2041790207	att_sub_cult_barbarian_celtic	playable	Ebdanians	Ebdanian	108	barbarian		false	true	true	data\ui\	data\ui\flags\Ebdani	data\ui\flags\	data\ui\flags\	att_cel_ebdani	att_faction_false		false	false	108	108	You are attacking the Ebdanians!	You are defending against the Ebdanians!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	att_mp_force_gen_ebdani	att_barbarian_win	att_sub_cult_barbarian_celtic	1C3617	000000	000000	000000	000000	000000	000000	957B74
att_fact_franci	2041790208	att_sub_cult_barbarian_germanic_west	playable	Franks	Frankish	92	barbarian		false	true	true	data\ui\	data\ui\flags\Franci	data\ui\flags\	data\ui\flags\	att_ger_franks	att_faction_false		false	false	92	92	You are attacking the Franks!	You are defending against the Franks!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	att_mp_force_gen_franks	att_barbarian_win	att_sub_cult_barbarian_germanic_west	5A7133	000000	000000	000000	000000	000000	000000	67661F
att_fact_gaetuli	2041790209	att_sub_cult_eastern_desert	playable	Gaetulians	Gaetulian	121	eastern		false	false	false	data\ui\	data\ui\flags\Gaetuli	data\ui\flags\	data\ui\flags\	att_des_desert	att_faction_false		false	false	121	121	You are attacking the Gaetulians!	You are defending against the Gaetulians!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default		att_sub_cult_eastern_desert	8C5130	000000	000000	000000	000000	000000	000000	CD794D
att_fact_garamantes	2041790211	att_sub_cult_eastern_desert	playable	Garamantians	Garamantian	121	eastern		false	true	true	data\ui\	data\ui\flags\Garamantes	data\ui\flags\	data\ui\flags\	att_des_garam			false	false	121	121	You are attacking the Garamantians!	You are defending against the Garamantians!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default	att_sands_win	att_sub_cult_eastern_desert	C38D58	000000	000000	000000	000000	000000	000000	EEE19D
att_fact_gauti	2041790213	att_sub_cult_barbarian_germanic_north	playable	Geats	Geat	111	barbarian		false	true	true	data\ui\	data\ui\flags\Gauti	data\ui\flags\	data\ui\flags\	att_nor_geats	att_faction_false		false	false	111	111	You are attacking the Geats!	You are defending against the Geats!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	att_mp_force_gen_geats	att_barbarian_win	att_sub_cult_barbarian_germanic_north	3A618C	000000	000000	000000	000000	000000	000000	A0F277
att_fact_ghassanids	2041790218	att_sub_cult_eastern_desert	playable	Ghassanids	Ghassanid	116	eastern		false	false	false	data\ui\	data\ui\flags\Ghassanids	data\ui\flags\	data\ui\flags\	att_des_arabic	att_faction_false		false	false	121	121	You are attacking the Ghassanids!	You are defending against the Ghassanids!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default		att_sub_cult_eastern_desert	C59965	000000	000000	000000	000000	000000	000000	40311C
att_fact_himyar	2041790220	att_sub_cult_eastern_desert	playable	Himyar	Himyarite	116	eastern		false	true	true	data\ui\	data\ui\flags\Himyar	data\ui\flags\	data\ui\flags\	att_des_himyar	att_faction_false		false	false	121	121	You are attacking Himyar!	You are defending against Himyar!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default	att_sands_win	att_sub_cult_eastern_desert	1D1D1D	3A1300	C6AA63	000000	000000	000000	000000	858585
att_fact_iazyges	2041790225	att_sub_cult_nomadic_sarmatian	playable	Iazyges	Iazygite	149	nomadic		false	false	false	data\ui\	data\ui\flags\Iazyges	data\ui\flags\	data\ui\flags\	rex_ger_roxolani	att_faction_false		false	false	149	149	You are attacking the Iazyges!	You are defending against the Iazyges!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_nomadic_sarmatian	5E593F	000000	000000	000000	000000	000000	000000	858585
att_fact_iuti	2041790228	att_sub_cult_barbarian_germanic_north	playable	Jutes	Iutian	111	barbarian		false	true	true	data\ui\	data\ui\flags\Iuti	data\ui\flags\	data\ui\flags\	att_ger_core	att_faction_false		false	false	111	111	You are attacking the Jutes!	You are defending against the Jutes!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	att_mp_force_gen_jutes	att_barbarian_win	att_sub_cult_barbarian_germanic_north	4E7B94	000000	000000	000000	000000	000000	000000	6B6026
att_fact_judea	2041790578	att_sub_cult_roman_east	playable	Judea	Judean	116	eastern		false	false	false	data\ui\	data\ui\flags\Judea	data\ui\flags\	data\ui\flags\	att_rom_core		0	false	false	122	122	You are attacking Judea!	You are defending against Judea!		PBS_PARAMETER_UNUSED	true	500	false	false	true	default		att_sub_cult_eastern_desert	CEC481	BAA4AD	3D3319	000000	000000	000000	000000	000000
att_fact_lakhmids	2041790230	att_sub_cult_eastern_desert	playable	Lakhmids	Lakhmid	116	eastern		false	true	true	data\ui\	data\ui\flags\Lakhmids	data\ui\flags\	data\ui\flags\	att_des_lahkmids	att_faction_false		false	false	121	121	You are attacking the Lakhmids!	You are defending against the Lakhmids!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default	att_sands_win	att_sub_cult_eastern_desert	422100	6A3500	441644	000000	000000	000000	000000	8FB299
att_fact_langobardi	2041790231	att_sub_cult_barbarian_germanic_west	playable	Langobards	Langobardian	92	barbarian		false	true	true	data\ui\	data\ui\flags\Langobardi	data\ui\flags\	data\ui\flags\	att_ger_suebi	att_faction_false		false	false	92	92	You are attacking the Langobards!	You are defending against the Langobards!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	att_mp_force_gen_langobards	att_barbarian_win	att_sub_cult_barbarian_germanic_west	46606B	000000	000000	000000	000000	000000	000000	85251C
att_fact_lugii	2041790233	att_sub_cult_barbarian_germanic_east	playable	Lugians	Lugian	155	barbarian		false	false	false	data\ui\	data\ui\flags\Lugii	data\ui\flags\	data\ui\flags\	att_ger_ostrogoths	att_faction_false		false	false	92	92	You are attacking the Lugians!	You are defending against the Lugians!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_germanic_east	727E52	000000	000000	000000	000000	000000	000000	4CA620
att_fact_marcomanni	2041790237	att_sub_cult_barbarian_germanic_west	playable	Marcomans	Marcomannic	92	barbarian		false	false	false	data\ui\	data\ui\flags\Marcomanni	data\ui\flags\	data\ui\flags\	att_ger_suebi	att_faction_false		false	false	92	92	You are attacking the Marcomans!	You are defending against the Marcomans!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_germanic_west	9DA977	000000	000000	000000	000000	000000	000000	B6C0A9
att_fact_mauri	2041790238	att_sub_cult_eastern_desert	playable	Maurians	Mauri	121	eastern		false	false	false	data\ui\	data\ui\flags\Mauri	data\ui\flags\	data\ui\flags\	att_des_desert	att_faction_false		false	false	121	121	You are attacking the Maurians!	You are defending against the Maurians!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default		att_sub_cult_eastern_desert	A7711C	000000	000000	000000	000000	000000	000000	4A8858
att_fact_mazun	2041790239	att_sub_cult_eastern_sassanid	playable	Mazun	Mazun	116	eastern		false	false	false	data\ui\	data\ui\flags\Mazun	data\ui\flags\	data\ui\flags\	att_est_sassanid	att_faction_false		false	false	121	121	You are attacking Mazun!	You are defending against Mazun!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default		att_sub_cult_eastern_desert	E8C852	000000	000000	000000	000000	000000	000000	4A8858
att_fact_nobatia	2041790240	att_sub_cult_eastern_desert	playable	Nobatia	Nobatian	162	eastern		false	false	false	data\ui\	data\ui\flags\Nobatia	data\ui\flags\	data\ui\flags\	att_des_aksum	att_faction_false		false	false	121	121	You are attacking Nobatia!	You are defending against Nobatia!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default		att_sub_cult_eastern_desert	E6BE82	000000	000000	000000	000000	000000	000000	EBD254
att_fact_palmyra	2041790588	att_sub_cult_roman_east	playable	Palmyra	Palmyrene	116	eastern		false	false	false	data\ui\	data\ui\flags\Palmyra	data\ui\flags\	data\ui\flags\	att_rom_core		0	false	false	122	122	You are attacking Palmyra!	You are defending against Palmyra!		PBS_PARAMETER_UNUSED	true	500	false	false	true	default		att_sub_cult_eastern_desert	AFA6A3	CFB576	000000	000000	000000	000000	000000	000000
att_fact_picti	2041790247	att_sub_cult_barbarian_celtic	playable	Picts	Pictish	108	barbarian		false	true	true	data\ui\	data\ui\flags\Picti	data\ui\flags\	data\ui\flags\	att_cel_picts	att_faction_false		false	false	108	108	You are attacking the Picts!	You are defending against the Picts!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	att_mp_force_gen_picts	att_barbarian_win	att_sub_cult_barbarian_celtic	133D58	000000	000000	000000	000000	000000	000000	827B00
att_fact_quadi	2041790249	att_sub_cult_barbarian_germanic_west	playable	Quadians	Quadian	92	barbarian		false	false	false	data\ui\	data\ui\flags\Quadi	data\ui\flags\	data\ui\flags\	att_ger_suebi	att_faction_false		false	false	92	92	You are attacking the Quadians!	You are defending against the Quadians!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_germanic_west	456B36	000000	000000	000000	000000	000000	000000	A63707
att_fact_rebel_aethiopian	2041790274	att_sub_cult_eastern_desert	playable	Aethiopian Rebels	Aethiopian	121	eastern		true	false	false	data\ui\	data\ui\flags\Rebels_Ethiopian	data\ui\flags\	data\ui\flags\	att_des_aksum	att_faction_false		false	false	121	121	You are attacking Aethiopian Rebels!	You are defending against Aethiopian Rebels!		PBS_PARAMETER_UNUSED	true	150	false	false	false	default		att_sub_cult_eastern_desert	5B5B5B	000000	000000	000000	000000	000000	000000	EBD254
att_fact_rebel_african	2041790273	att_sub_cult_eastern_desert	playable	African Rebels	African	121	eastern		true	false	false	data\ui\	data\ui\flags\Rebels_African	data\ui\flags\	data\ui\flags\	att_des_desert	att_faction_false		false	false	121	121	You are attacking African Rebels!	You are defending against African Rebels!		PBS_PARAMETER_UNUSED	true	150	false	false	false	default		att_sub_cult_eastern_desert	5B5B5B	000000	000000	000000	000000	000000	000000	EBD254
att_fact_rebel_arabian	2041790202	att_sub_cult_eastern_desert	playable	Arabian Rebels	Arabian	121	eastern		true	false	false	data\ui\	data\ui\flags\Rebels_Arabian	data\ui\flags\	data\ui\flags\	att_des_arabic	att_faction_false		false	false	121	121	You are attacking Arabian Rebels!	You are defending against Arabian Rebels!		PBS_PARAMETER_UNUSED	true	150	false	false	false	default		att_sub_cult_eastern_desert	5B5B5B	000000	000000	000000	000000	000000	000000	EBD254
att_fact_rebel_celtic	2041790199	att_sub_cult_barbarian_germanic_west	playable	Celtic Rebels	Celtic	108	barbarian		true	false	false	data\ui\	data\ui\flags\Rebels_Celtic	data\ui\flags\	data\ui\flags\	att_cel_ebdani	att_faction_false		false	false	108	108	You are attacking Celtic Rebels!	You are defending against Celtic Rebels!		PBS_PARAMETER_UNUSED	true	1200	false	true	false	default		att_sub_cult_barbarian_celtic	5B5B5B	000000	000000	000000	000000	000000	000000	CA9518
att_fact_rebel_hunnic	2041790223	att_sub_cult_nomadic_hunnic	playable	Hunnic Rebels	Hunnic	132	nomadic		true	false	false	data\ui\	data\ui\flags\Rebels_Hunnic	data\ui\flags\	data\ui\flags\	att_nom_core	att_faction_false		false	false	132	132	You are attacking Hunnic Rebels!	You are defending against Hunnic Rebels!		PBS_PARAMETER_UNUSED	true	1200	false	true	false	default		att_sub_cult_nomadic_hunnic	5B5B5B	000000	000000	000000	000000	000000	000000	858585
att_fact_rebel_nordic	2041790241	att_sub_cult_barbarian_germanic_north	playable	Nordic Rebels	Nordic	111	barbarian		true	false	false	data\ui\	data\ui\flags\Rebels_Nordic	data\ui\flags\	data\ui\flags\	att_ger_core	att_faction_false		false	false	111	111	You are attacking Nordic Rebels!	You are defending against Nordic Rebels!		PBS_PARAMETER_UNUSED	true	150	false	true	false	default		att_sub_cult_barbarian_germanic_north	5B5B5B	000000	000000	000000	000000	000000	000000	3F3F60
att_fact_rebel_sarmatian	2041790253	att_sub_cult_nomadic_sarmatian	playable	Sarmatian Rebels	Sarmatian	149	barbarian		true	false	false	data\ui\	data\ui\flags\Rebels_Sarmatian	data\ui\flags\	data\ui\flags\	rex_ger_roxolani	att_faction_false		false	false	149	149	You are attacking Sarmatian Rebels!	You are defending against Sarmatian Rebels!		PBS_PARAMETER_UNUSED	true	1200	false	true	false	default		att_sub_cult_nomadic_sarmatian	5B5B5B	000000	000000	000000	000000	000000	000000	B2A39E
att_fact_rebel_slavs	2041791032	att_sub_cult_barbarian_germanic_east	playable	Slavic Rebels	Slavic	265	barbarian		true	false	false	data\ui\	data\ui\flags\Rebels_Germanic_East	data\ui\flags\	data\ui\flags\	att_slav_venedi	att_faction_false		false	false	265	265	You are attacking Slavic Rebels!	You are defending against Slavic Rebels!		PBS_PARAMETER_UNUSED	true	1200	false	true	false	default		att_sub_cult_barbarian_germanic_east	5B5B5B	000000	000000	000000	000000	000000	000000	797709
att_fact_rebel_white_huns	2041790980	att_sub_cult_nomadic_hunnic	playable	White Hun Rebels	Hunnic	132	nomadic		true	false	false	data\ui\	data\ui\flags\Rebels_Hunnic	data\ui\flags\	data\ui\flags\	att_nom_core	att_faction_false		false	false	132	132	You are attacking White Hun Rebels!	You are defending against White Hun Rebels!		PBS_PARAMETER_UNUSED	true	1200	false	true	false	default		att_sub_cult_nomadic_hunnic	000000	000000	000000	000000	000000	000000	000000	000000
att_fact_roxolani	2041790250	att_sub_cult_nomadic_sarmatian	playable	Roxolanians	Roxolanian	149	nomadic		false	false	false	data\ui\	data\ui\flags\Roxolani	data\ui\flags\	data\ui\flags\	rex_ger_roxolani	att_faction_false		false	false	149	149	You are attacking the Roxolani!	You are defending against the Roxolani!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_nomadic_sarmatian	685C37	000000	000000	000000	000000	000000	000000	76933C
att_fact_rugii	2041790251	att_sub_cult_barbarian_germanic_west	playable	Rugians	Rugian	155	barbarian		false	false	false	data\ui\	data\ui\flags\Rugii	data\ui\flags\	data\ui\flags\	att_ger_core	att_faction_false		false	false	92	92	You are attacking the Rugians!	You are defending against the Rugians!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_germanic_east	708254	000000	000000	000000	000000	000000	000000	E26B0A
att_fact_sabirs	2041790252	att_sub_cult_nomadic_hunnic	playable	Sabirs	Sabir	149	nomadic		false	false	false	data\ui\	data\ui\flags\Sabirs	data\ui\flags\	data\ui\flags\	att_nom_core	att_faction_false		false	false	149	149	You are attacking the Sabirs!	You are defending against the Sabirs!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_nomadic_hunnic	544F32	000000	000000	000000	000000	000000	000000	FFFFFF
att_fact_saxones	2041790257	att_sub_cult_barbarian_germanic_west	playable	Saxons	Saxon	158	barbarian		false	true	true	data\ui\	data\ui\flags\Saxones	data\ui\flags\	data\ui\flags\	att_nor_saxons	att_faction_false		false	false	158	158	You are attacking the Saxons!	You are defending against the Saxons!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	att_mp_force_gen_saxons	att_barbarian_win	att_sub_cult_barbarian_germanic_north	5A7133	000000	010101	000000	000000	000000	000000	8D0D04
att_fact_sclaveni	2041790298	att_sub_cult_barbarian_germanic_east	playable	Sclavenians	Sclavenian	265	barbarian		false	false	false	data\ui\	data\ui\flags\Sclavene	data\ui\flags\	data\ui\flags\	att_slav_venedi	att_faction_false		false	false	155	155	You are attacking the Sclavenians!	You are defending against the Sclavenians!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default	att_barbarian_win	att_sub_cult_barbarian_germanic_east	6C3134	000000	000000	000000	000000	000000	000000	537443
att_fact_separatist_aethiopian	2041790279	att_sub_cult_eastern_desert	playable	Aethiopian Separatists	Aethiopian	162	eastern		false	false	false	data\ui\	data\ui\flags\EthiopianSeparatists	data\ui\flags\	data\ui\flags\	att_des_aksum	att_faction_false		false	false	121	121	You are attacking Aethiopian Separatists!	You are defending against Aethiopian Separatists!		PBS_PARAMETER_UNUSED	true	150	false	false	false	default		att_sub_cult_eastern_desert	91484B	000000	000000	000000	000000	000000	000000	EBD254
att_fact_separatist_alamanni	2041790363	att_sub_cult_barbarian_germanic_west	playable	Alamannic Separatists	Alamannic	92	barbarian		false	false	false	data\ui\	data\ui\flags\AlamanniSeparatists	data\ui\flags\	data\ui\flags\	att_ger_suebi	att_faction_false		false	false	92	92	You are attacking Alamannic Separatists!	You are defending against Alamannic Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_germanic_west	967832	000000	000000	000000	000000	000000	000000	967896
att_fact_separatist_alanic	2041790185	att_sub_cult_barbarian_germanic_east	playable	Alanic Separatists	Alanic	149	barbarian		false	false	false	data\ui\	data\ui\flags\AlanicSeparatists	data\ui\flags\	data\ui\flags\	att_ger_alani	att_faction_false		false	false	92	92	You are attacking Alanic Separatists!	You are defending against Alanic Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_germanic_east	909D79	000000	000000	000000	000000	000000	000000	758835
att_fact_separatist_antes	2041791027	att_sub_cult_barbarian_germanic_east	playable	Antean Separatists	Antean	265	barbarian		false	false	false	data\ui\	data\ui\flags\Antes_sep	data\ui\flags\	data\ui\flags\	att_slav_ante			false	false	92	92	You are attacking Antean Separatists!	You are defending against Antean Separatists!		PBS_PARAMETER_UNUSED	true	500	false	true	true	default		att_sub_cult_barbarian_germanic_east	273867	000000	000000	000000	000000	000000	000000	672738
