key	text	tooltip
land_units_onscreen_name_rex_hun_horsemen_steppe	Horsemen of the Steppe	true
land_units_onscreen_name_rex_hun_cavalry	Hun Cavalry	true
land_units_onscreen_name_rex_east_huns_sabirs	Huns-Sabirs Cavalry	true
land_units_onscreen_name_rex_slav_squad_hunters	Hunters Venedians	true
land_units_onscreen_name_rex_celt_pict_hunting_dogs	Hunting Dogs	true
land_units_onscreen_name_rex_sarm_long_arrows_arcaragantes	Idard Fattæ - Ældartæ	true
land_units_onscreen_name_rex_des_desert_imazighen	Imazighen	true
land_units_onscreen_name_rex_goth_ingardjans_M	Ingardjans	true
land_units_onscreen_name_rex_goth_ingardjans	Ingardjans	true
land_units_onscreen_name_rex_goth_ingardjans_mounted	Ingardjans Aihvamanne	true
land_units_onscreen_name_rex_goth_ingardjans_contofors	Ingardjans Contarii	true
land_units_onscreen_name_rex_barb_instigator_ishoda	Instigators of Exodus	true
land_units_onscreen_name_rex_robbers_warlord	Inveterate Robbers	true
land_units_onscreen_name_rex_east_armenian_ishkhan_g	Ishkhan Ayrudzi	true
land_units_onscreen_name_rex_east_armenian_ishkhan	Ishkhan Ayrudzi	true
land_units_onscreen_name_rex_east_kurds	Kurdish Slingers	true
land_units_onscreen_name_rex_des_axum_kushite_archers	Kushite Archers	true
land_units_onscreen_name_rex_sarm_tribesmen	K'ward	true
land_units_onscreen_name_rex_east_lakhmids	Lakhmid Cavalry	true
land_units_onscreen_name_rex_arab_lancers	Lakhmid Cavalry	true
land_units_onscreen_name_rex_rom_pereb_legioneri	Legionaries Defectors in mail	true
land_units_onscreen_name_rex_rom_pereb_legioneri_squama	Legionaries Defectors in scales	true
land_units_onscreen_name_rex_rom_legionis_abrincateni	Legionarii Abrincateni (limitan)	true
land_units_onscreen_name_rex_rom_legionis_aegyptiorum	Legionarii Aegyptiorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_alamannorum	Legionarii Alamannorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_apuleia_civium_romanorum	Legionarii Apuleia Civium Romanorum (lim)	true
land_units_onscreen_name_rex_rom_legionis_arabum	Legionarii Arabum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_armeniaca	Legionarii Armeniaca (limitan)	true
land_units_onscreen_name_rex_rom_legionis_armigeri_defensores_seniores	Legionarii Armigeri Defensores seniores	true
land_units_onscreen_name_rex_rom_legionis_armigeri_propugnatores_iuniores	Legionarii Armigeri Propugnatores iuniores	true
land_units_onscreen_name_rex_rom_legionis_armigeri_propugnatores_seniores	Legionarii Armigeri Propugnatores seniores (pal)	true
land_units_onscreen_name_rex_rom_legionis_asturum	Legionarii Asturum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_balistarii	Legionarii Balistarii	true
land_units_onscreen_name_rex_rom_legionis_britones_seniores	Legionarii Britones seniores (palatina)	true
land_units_onscreen_name_rex_rom_legionis_britonum	Legionarii Britonum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_carthaginensis	Legionarii Carthaginensis (limitan)	true
land_units_onscreen_name_rex_rom_legionis_chamavorum	Legionarii Chamavorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_cimbriani	Legionarii Cimbriani (palatina)	true
land_units_onscreen_name_rex_rom_legionis_daci	Legionarii Daci (palatina)	true
land_units_onscreen_name_rex_rom_legionis_dacorum	Legionarii Dacorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_dalmatarum	Legionarii Dalmatarum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_defensores	Legionarii Defensores (limitan)	true
land_units_onscreen_name_rex_rom_legionis_diocletiana	Legionarii Diocletiana (limitan)	true
land_units_onscreen_name_rex_rom_legionis_euphratensis	Legionarii Euphratensis (limitan)	true
land_units_onscreen_name_rex_rom_legionis_flavia_constantia	Legionarii Flavia Constantia	true
land_units_onscreen_name_rex_rom_legionis_flavia_constantia_thebaeorum	Legionarii Flavia Constantia Thebaeorum	true
land_units_onscreen_name_rex_rom_legionis_flavia_victrix_constantina	Legionarii Flavia victrix Constantina	true
land_units_onscreen_name_rex_rom_legionis_francorum	Legionarii Francorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_funditores	Legionarii Funditores (limitan)	true
land_units_onscreen_name_rex_rom_legionis_gaetulorum	Legionarii Gaetulorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_galatarum	Legionarii Galatarum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_gallorum	Legionarii Gallorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_gemina	Legionarii Gemina	true
land_units_onscreen_name_rex_rom_legionis_germaniciani_iuniores	Legionarii Germaniciani iuniores	true
land_units_onscreen_name_rex_rom_legionis_germaniciani_seniores	Legionarii Germaniciani seniores (palatina)	true
land_units_onscreen_name_rex_rom_legionis_germanorum	Legionarii Germanorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_gothorum	Legionarii Gothorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_herculiani_iuniores	Legionarii Herculiani iuniores (palatina)	true
land_units_onscreen_name_rex_rom_legionis_herculiani_seniores	Legionarii Herculiani seniores (palatina)	true
land_units_onscreen_name_rex_rom_legionis_hispanorum	Legionarii Hispanorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_honoriani_felices_gallicani	Legionarii Honoriani felices Gallicani	true
land_units_onscreen_name_rex_rom_legionis_illyricorum	Legionarii Illyricorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_ioviani_iuniores	Legionarii Ioviani iuniores (palatina)	true
land_units_onscreen_name_rex_rom_legionis_ioviani_seniores	Legionarii Ioviani seniores (palatina)	true
land_units_onscreen_name_rex_rom_legionis_italica	Legionarii Italica (limitan)	true
land_units_onscreen_name_rex_rom_legionis_iulia_alpina	Legionarii Iulia Alpina (limitan)	true
land_units_onscreen_name_rex_rom_legionis_iuthungorum	Legionarii Iuthungorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_lanciarii	Legionarii Lanciarii	true
land_units_onscreen_name_rex_rom_legionis_lanciarii_honoriani_gallicani	Legionarii Lanciarii honoriani Gallicani	true
land_units_onscreen_name_rex_rom_legionis_lanciarii_iuniores	Legionarii Lanciarii iuniores	true
land_units_onscreen_name_rex_rom_legionis_lanciarii_seniores	Legionarii Lanciarii seniores (palatina)	true
land_units_onscreen_name_rex_rom_legionis_lingonum	Legionarii Lingonum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_lusitanorum	Legionarii Lusitanorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_macedonica	Legionarii Macedonica (limitan)	true
land_units_onscreen_name_rex_rom_legionis_martii	Legionarii Martii	true
land_units_onscreen_name_rex_rom_legionis_mattiarii_iuniores	Legionarii Mattiarii iuniores	true
land_units_onscreen_name_rex_rom_legionis_mattiarii_seniores	Legionarii Mattiarii seniores (palatina)	true
land_units_onscreen_name_rex_rom_legionis_mauri	Legionarii Mauri (limitan)	true
land_units_onscreen_name_rex_rom_legionis_maximiana	Legionarii Maximiana Thebaeorum	true
land_units_onscreen_name_rex_rom_legionis_menapii	Legionarii Menapii	true
land_units_onscreen_name_rex_rom_legionis_minervii	Legionarii Minervii	true
land_units_onscreen_name_rex_rom_legionis_moesiaci_seniores	Legionarii Moesiaci seniores (palatina)	true
land_units_onscreen_name_rex_rom_legionis_morinorum	Legionarii Morinorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_nervii	Legionarii Nervii (palatina)	true
land_units_onscreen_name_rex_rom_legionis_nerviorum	Legionarii Nerviorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_noricorum	Legionarii Noricorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_numidarum	Legionarii Numidarum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_palaestinorum	Legionarii Palaestinorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_pannoniciani_iuniores	Legionarii Pannoniciani iuniores	true
land_units_onscreen_name_rex_rom_legionis_pannoniciani_seniores	Legionarii Pannoniciani seniores (palatina)	true
land_units_onscreen_name_rex_rom_legionis_parthica	Legionarii Parthica (limitan)	true
land_units_onscreen_name_rex_rom_legionis_pontinenses	Legionarii Pontinenses (limitan)	true
land_units_onscreen_name_rex_rom_legionis_propugnatores_iuniores	Legionarii Propugnatores iuniores	true
land_units_onscreen_name_rex_rom_legionis_propugnatores_seniores	Legionarii Propugnatores seniores (palatina)	true
land_units_onscreen_name_rex_rom_legionis_raetorum	Legionarii Raetorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_romanenses	Legionarii Romanenses (limitan)	true
land_units_onscreen_name_rex_rom_legionis_sagittarii	Legionarii Sagittarii	true
land_units_onscreen_name_rex_rom_legionis_scutata_civium_romanorum	Legionarii Scutata Civium Romanorum (lim)	true
land_units_onscreen_name_rex_rom_legionis_scythae	Legionarii Scythae (palatina)	true
land_units_onscreen_name_rex_rom_legionis_scythica	Legionarii Scythica (limitan)	true
land_units_onscreen_name_rex_rom_legionis_thracorum	Legionarii Thracorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_transtigritani	Legionarii Transtigritani (limitan)	true
land_units_onscreen_name_rex_rom_legionis_tungrorum	Legionarii Tungrorum (limitan)	true
land_units_onscreen_name_rex_rom_legionis_valentinianenses	Legionarii Valentinianenses	true
land_units_onscreen_name_rex_rom_legionis_valentis	Legionarii Valentis Thebaeorum	true
land_units_onscreen_name_rex_goth_hansa_light	Leihta Hansa	true
land_units_onscreen_name_rex_slav_ant_squad_levy	Levy Antes	true
land_units_onscreen_name_rex_barb_spearmen_ishoda	Levy of Exodus	true
land_units_onscreen_name_rex_slav_ven_squad_levy	Levy Venedians	true
land_units_onscreen_name_rex_east_arm_light_ayrudzi	Light Ayrudzi	true
land_units_onscreen_name_rex_hun_light_wedge_limicantes	Light Contarii Scirii	true
land_units_onscreen_name_rex_east_sas_savaran_light	Light Savaran	true
land_units_onscreen_name_rex_hun_light_shield_bearers_limicantes	Light Shield-bearers Scirii	true
land_units_onscreen_name_rex_hun_long_arrows_arcaragantes	Long Arrows Eruli	true
land_units_onscreen_name_rex_slav_ven_band_ferocious	Lupine	true
land_units_onscreen_name_rex_east_armenian_malkhaz	Malkhaz	true
land_units_onscreen_name_rex_arab_mallia	Mallia'	true
land_units_onscreen_name_rex_des_axum_masqal_sentinels	Masqal Sentinels 	true
land_units_onscreen_name_rex_arab_mavias_chosen	Mavia’s Chosen	true
land_units_onscreen_name_rex_arab_mavias_radif_g	Mavia’s Radif	true
land_units_onscreen_name_rex_arab_mavias_radif	Mavia’s Radif	true
land_units_onscreen_name_rex_merc_axum_elite_kushite_archers	Merc. Elite Kushite Archers	true
land_units_onscreen_name_rex_merc_axum_allied_defenders	Mercenary Allied Defenders	true
land_units_onscreen_name_rex_merc_arab_arabic_cavalry	Mercenary Arabic Cavalry	true
land_units_onscreen_name_rex_merc_arab_arabic_dromedaries	Mercenary Arabic Dromedaries	true
land_units_onscreen_name_rex_merc_est_armenian_ayrudzi_archers	Mercenary Armenian Archers	true
land_units_onscreen_name_rex_merc_est_arm_archers	Mercenary Armenian Archers	true
land_units_onscreen_name_rex_merc_est_armenian_ayrudzi	Mercenary Armenian Cavalry	true
land_units_onscreen_name_rex_merc_est_arm_infantry	Mercenary Armenian Infantry	true
land_units_onscreen_name_rex_merc_est_arm_light_ayrudzi	Mercenary Armenian Raiders	true
land_units_onscreen_name_rex_merc_arab_badyia_camel	Mercenary Badyia	true
land_units_onscreen_name_rex_merc_brit_chariots	Mercenary British Chariots	true
land_units_onscreen_name_rex_merc_brit_horseman	Mercenary British Horseman	true
land_units_onscreen_name_rex_merc_brit_infantry	Mercenary British Infantry	true
land_units_onscreen_name_rex_merc_axum_caravan_sentinels	Mercenary Caravan Sentinels	true
land_units_onscreen_name_rex_merc_celt_archers	Mercenary Celtic Archers	true
land_units_onscreen_name_rex_merc_celt_brigands	Mercenary Celtic Brigands	true
land_units_onscreen_name_rex_merc_celt_raiders	Mercenary Celtic Raiders	true
land_units_onscreen_name_rex_merc_celt_skirmishers	Mercenary Celtic Skirmishers	true
land_units_onscreen_name_rex_merc_rom_cuneus_dalmatae	Mercenary Cuneus Dalmatae	true
land_units_onscreen_name_rex_merc2_slav_ant_band_defenders	Mercenary Defenders Antes	true
land_units_onscreen_name_rex_merc2_slav_ven_band_defenders	Mercenary Defenders Wends	true
land_units_onscreen_name_rex_merc_rom_defensores	Mercenary Defensores	true
land_units_onscreen_name_rex_merc_desert_riders	Mercenary Desert Raiders	true
land_units_onscreen_name_rex_merc_rom_equites_dalmatae	Mercenary Equites Dalmatae	true
land_units_onscreen_name_rex_merc_gall_archers	Mercenary Gallic Archers	true
land_units_onscreen_name_rex_merc_gall_brigade	Mercenary Gallic Brigade	true
land_units_onscreen_name_rex_merc_gall_brigands	Mercenary Gallic Brigands	true
land_units_onscreen_name_rex_merc_gall_horseman	Mercenary Gallic Horseman	true
land_units_onscreen_name_rex_merc2_ger_ambush	Mercenary Germanic Ambush Band	true
land_units_onscreen_name_rex_merc2_ger_wigman	Mercenary Germanic Chosen Warriors	true
land_units_onscreen_name_rex_merc2_ger_mounted	Mercenary Germanic Mounted Band	true
land_units_onscreen_name_rex_merc2_ger_mounted_raiders	Mercenary Germanic Mounted Raiders	true
land_units_onscreen_name_rex_merc2_ger_raiders	Mercenary Germanic Raiders	true
land_units_onscreen_name_rex_merc2_ger_defenders	Mercenary Germanic Spear Warband	true
land_units_onscreen_name_rex_merc2_ger_spearmen	Mercenary Germanic Spearmen	true
land_units_onscreen_name_rex_merc2_ger_swordsmen	Mercenary Germanic Swordsmen	true
land_units_onscreen_name_rex_merc2_slav_ant_band_horse_archers	Mercenary Horse Archers Antes	true
land_units_onscreen_name_rex_merc_hun_horsemen_steppe	Mercenary Horsemen of the Steppe	true
land_units_onscreen_name_rex_merc_hun_cavalry	Mercenary Hun Cavalry	true
land_units_onscreen_name_rex_merc_hun_fast_arrows	Mercenary Hunnic Archers	true
land_units_onscreen_name_rex_merc_ger_hunters	Mercenary Hunters	true
land_units_onscreen_name_rex_merc_axum_kushite_archers	Mercenary Kushite Archers	true
land_units_onscreen_name_rex_merc_desert_fast_javelins	Mercenary Lightfoot Raiders	true
land_units_onscreen_name_rex_merc_ger_mounted_raiders	Mercenary Mounted Band	true
land_units_onscreen_name_rex_merc_ger_mounted_band	Mercenary Mounted Raiders	true
land_units_onscreen_name_rex_merc_rom_onager	Mercenary Onager	true
land_units_onscreen_name_rex_merc_ger_onager	Mercenary Onager	true
land_units_onscreen_name_rex_merc_est_onager	Mercenary Onager	true
land_units_onscreen_name_rex_merc_est_sas_pahlavan_savaran	Mercenary Parthian Cavalry	true
land_units_onscreen_name_rex_merc_est_sas_clibanarius	Mercenary Parthian Clibinarii	true
land_units_onscreen_name_rex_merc_est_sas_savaran_archers	Mercenary Persian Archers	true
land_units_onscreen_name_rex_merc_est_sas_savaran_camel	Mercenary Persian Camel Riders	true
land_units_onscreen_name_rex_merc_est_sas_eran_savaran	Mercenary Persian Cavalry	true
land_units_onscreen_name_rex_merc_est_sas_paygan	Mercenary Persian Infantry	true
land_units_onscreen_name_rex_merc_est_sas_savaran_light	Mercenary Persian Raiders	true
land_units_onscreen_name_rex_merc_ger_axe_band	Mercenary Raiders	true
land_units_onscreen_name_rex_merc2_slav_ven_band_raiders	Mercenary Raiders Wends	true
land_units_onscreen_name_rex_merc_rom_sagittarii	Mercenary Sagittarii	true
land_units_onscreen_name_rex_merc_sarm_arrows_limicantes	Mercenary Sarmatian Archers	true
land_units_onscreen_name_rex_merc_sarm_tribesmen	Mercenary Sarmatian Mounted Band	true
land_units_onscreen_name_rex_merc_sarm_warband_limicantes	Mercenary Sarmatian Pike Cavalry	true
land_units_onscreen_name_rex_merc_sarm_light_wedge_limicantes	Mercenary Sarmatian Pike Light Cavalry	true
land_units_onscreen_name_rex_merc_sarm_horsemen_steppe	Mercenary Sarmatian Pursuers	true
land_units_onscreen_name_rex_merc_sarm_spears_limicantes	Mercenary Sarmatian Spear Warband	true
land_units_onscreen_name_rex_merc_ger_skirmishers	Mercenary Skirmishers	true
land_units_onscreen_name_rex_merc_ger_spearmen	Mercenary Spear Warband	true
land_units_onscreen_name_rex_merc2_slav_ant_band_warspear	Mercenary Spear Warriors Antes	true
land_units_onscreen_name_rex_merc2_slav_ven_band_warspear	Mercenary Spear Warriors Wends	true
land_units_onscreen_name_rex_merc2_slav_ant_band_warsword	Mercenary Sword Warriors Antes	true
land_units_onscreen_name_rex_merc2_slav_ven_band_warsword	Mercenary Sword Warriors Wends	true
land_units_onscreen_name_rex_merc_axum_maher_warriors	Mercenary Warriors Mahrem	true
land_units_onscreen_name_rex_rom_millites	Milites	true
land_units_onscreen_name_rex_rom_millites_arm	Milites Armigeri	true
land_units_onscreen_name_rex_rom_millites_ball	Milites Balistarii	true
land_units_onscreen_name_rex_rom_millites_barb	Milites Cimbriani	true
land_units_onscreen_name_rex_rom_millites_daci	Milites Dacisci	true
land_units_onscreen_name_rex_rom_millites_dalm	Milites Dalmatae	true
land_units_onscreen_name_rex_exploratores	Milites Exploratores	true
land_units_onscreen_name_rex_rom_millites_ital	Milites Italici	true
land_units_onscreen_name_att_mar_rom_roman_heavy_marines	Milites Liburnarii	true
land_units_onscreen_name_rex_rom_millites_maur	Milites Mauri	true
land_units_onscreen_name_rex_rom_millites_mena	Milites Menapii	true
land_units_onscreen_name_rex_rom_millites_moes	Milites Moesiaci	true
land_units_onscreen_name_att_mar_rom_roman_light_marines	Milites Nauclarii	true
land_units_onscreen_name_rex_rom_millites_nerv	Milites Nervii	true
land_units_onscreen_name_rex_praeventores	Milites Praeventores	true
land_units_onscreen_name_rex_rom_millites_scyt	Milites Scythici	true
land_units_onscreen_name_rex_superventores	Milites Superventores	true
land_units_onscreen_name_rex_rom_millites_tung	Milites Tungricani	true
land_units_onscreen_name_rex_arab_militia	Militia Orthodox	true
land_units_onscreen_name_rex_east_naft_throwers	Naft Throwers	true
land_units_onscreen_name_rex_hun_sarm_comrades	Nukers	true
land_units_onscreen_name_rex_hun_oathbound	Oathbound Huns	true
land_units_onscreen_name_rex_hun_sabirs	Oathbound Sabirs	true
land_units_onscreen_name_rex_hun_oathbound_warband_limicantes	Oathbound Sarmatians	true
land_units_onscreen_name_rex_slav_ant_oathbounds_g	Oathbounds	true
land_units_onscreen_name_rex_slav_ant_oathbounds	Oathbounds	true
land_units_onscreen_name_rex_east_sas_pahlavan_savaran	Pahlavan Savaran	true
land_units_onscreen_name_rex_east_sas_paygan_azadan	Paygan Azadhan	true
land_units_onscreen_name_rex_east_sas_paygan_gond	Paygan Gond	true
land_units_onscreen_name_rex_east_sas_vastrioshan	Paygan Vastryoshan	true
land_units_onscreen_name_att_mar_est_eastern_boatmen	Persian seamen	true
land_units_onscreen_name_rex_celt_pict_squad_brigands	Pictish Brigands	true
land_units_onscreen_name_rex_celt_pict_band_defenders	Pictish Defenders	true
land_units_onscreen_name_rex_celt_pict_band_horseman	Pictish Horsemen	true
land_units_onscreen_name_rex_celt_pict_squad_levy	Pictish Levy	true
land_units_onscreen_name_rex_celt_pict_band_pikemen	Pictish Pikemen	true
land_units_onscreen_name_rex_celt_pict_band_raiders	Pictish Raiders	true
land_units_onscreen_name_rex_celt_pict_band_skirmishers	Pictish Skirmishers	true
land_units_onscreen_name_rex_celt_pict_swordsmen	Pictish Swordsmen	true
land_units_onscreen_name_rex_protector_domesticus_equites	Protectores Domestici Equites	true
land_units_onscreen_name_rex_protector_domesticus_pedites	Protectores Domestici Pedites	true
land_units_onscreen_name_rex_east_sas_pushtigban	Pushtigban	true
land_units_onscreen_name_rex_arab_radif_g	Radif	true
land_units_onscreen_name_rex_arab_radif	Radif	true
land_units_onscreen_name_rex_sarm_light_wedge_limicantes	Ræwæg Bal — Limæntæ	true
land_units_onscreen_name_rex_sarm_fast_arrows_arcaragantes	Ræwæg Fattæ — Ældartæ	true
land_units_onscreen_name_rex_sarm_light_shield_bearers_limicantes	Ræwæg Wærtgin Bal - Limæntæ	true
land_units_onscreen_name_rex_arab_rahain	Raha'in	true
land_units_onscreen_name_rex_slav_ven_band_raiders	Raiders Venedians	true
land_units_onscreen_name_rex_des_axum_ras_g	Ras Guard	true
land_units_onscreen_name_rex_des_axum_ras	Ras Guard	true
land_units_onscreen_name_rex_hun_retinue	Retinue	true
land_units_onscreen_name_rex_hun_sarmatian_horsemen	Riders Pathfinders Eruli	true
land_units_onscreen_name_rex_robb_band_archers	Robbers Archers	true
land_units_onscreen_name_rex_robbers_bows	Robbers Bows	true
land_units_onscreen_name_rex_robbers_brigade	Robbers Brigade	true
land_units_onscreen_name_rex_east_arm_roman_infantry	Romanish Infantry	true
land_units_onscreen_name_rex_arab_romanish_rumha	Romanish Rumha	true
land_units_onscreen_name_rex_goth_sagjans	Sagjans	true
land_units_onscreen_name_rex_arab_sahnegohrim	Sahnegohrim	true
land_units_onscreen_name_rex_arab_sanai	Sana'i'	true
land_units_onscreen_name_rex_arab_sandstorm_lancers	Sandstorm Lancers	true
land_units_onscreen_name_rex_slav_sarm_cavalry	Sarmatian Cavalry	true
land_units_onscreen_name_rex_barb_horsemen_s_ishoda	Sarmatian horsemen of Exodus	true
land_units_onscreen_name_rex_sarm_scouts	Sarmatian Scouts	true
land_units_onscreen_name_rex_goth_skildjane_sarmatian	Sarmatian Skildjane	true
land_units_onscreen_name_rex_east_sas_savaran_archers	Savaran Archers	true
land_units_onscreen_name_rex_rom_schola_armaturarum	Schola Armaturarum	true
land_units_onscreen_name_rex_rom_schola_gentilium	Schola Gentilium	true
land_units_onscreen_name_rex_rom_schola_scutariorum	Schola Scutariorum	true
land_units_onscreen_name_rex_rom_schola_scutariorum_clibanariorum	Schola Scutariorum Clibanariorum	true
land_units_onscreen_name_rex_slav_scout	Scouts	true
land_units_onscreen_name_rex_hun_band_sahsjane_carpi	Seaxman Carpi	true
land_units_onscreen_name_rex_east_segestani	Segestani Infantry	true
land_units_onscreen_name_rex_east_armoured_indian_elephants	Segestani on Armoured Elephants	true
land_units_onscreen_name_rex_east_indian_elephants	Segestani on Elephants	true
land_units_onscreen_name_rex_arab_shahba	Shahba'	true
land_units_onscreen_name_rex_slav_ant_shield_bearers	Shield-bearers	true
land_units_onscreen_name_rex_hun_shield_bearers_warband_arcaragantes	Shield-bearers Akatziri	true
land_units_onscreen_name_rex_des_axum_shotelai	Shotelai Aksum	true
land_units_onscreen_name_rex_goth_skildjane	Skildjane	true
land_units_onscreen_name_rex_goth_shield_bearers_warband_arcaragantes	Skildjane Alans	true
land_units_onscreen_name_rex_east_arm_anazat_skirm	Skirmishers Anazats	true
land_units_onscreen_name_rex_slav_ant_band_skirmishers	Skirmishers Antes	true
land_units_onscreen_name_rex_barb_skirmisher_ishoda	Skirmishers of Exodus	true
land_units_onscreen_name_rex_slav_ven_band_skirmishers	Skirmishers Venedians	true
land_units_onscreen_name_rex_barb_slinger_ishoda	Slingers of Exodus	true
land_units_onscreen_name_rex_goth_spaikulatur	Spaikulature	true
land_units_onscreen_name_rex_slav_ant_band_warspear	Spear Warriors Antes	true
land_units_onscreen_name_rex_slav_ven_band_warspear	Spear Warriors Venedians	true
land_units_onscreen_name_rex_slav_spear_braves_geats	Spear-Braves	true
land_units_onscreen_name_rex_slav_spear_braves	Spear-Braves Venedians	true
land_units_onscreen_name_rex_des_axum_spears	Spears Aksum	true
land_units_onscreen_name_rex_hun_spears_limicantes	Spears Scirii	true
land_units_onscreen_name_rex_slav_ven_band_svinfylkings	Svinfylkings	true
land_units_onscreen_name_rex_slav_ant_band_warsword	Sword Warriors Antes	true
land_units_onscreen_name_rex_slav_ven_band_warsword	Sword Warriors Venedians	true
land_units_onscreen_name_rex_hun_swords_limicantes	Swords Scirii	true
land_units_onscreen_name_rex_hun_band_hairjane_gepid	Swordsmen Gepids	true
land_units_onscreen_name_rex_townsfolks_sarm	Townsfolk	true
land_units_onscreen_name_rex_townsfolks_rom	Townsfolk	true
land_units_onscreen_name_rex_townsfolks_est	Townsfolk	true
land_units_onscreen_name_rex_townsfolks_des	Townsfolk	true
land_units_onscreen_name_rex_townsfolks_barb	Townsfolk	true
land_units_onscreen_name_rex_hun_tribesmen	Tribesmen	true
land_units_onscreen_name_rex_barb_horsemen_s2_ishoda	Tribesmen of Exodus	true
land_units_onscreen_name_rex_sarm_tuggyntae	Tuggyntæ	true
land_units_onscreen_name_rex_germ_ulfhednar	Ulfhednar	true
land_units_onscreen_name_att_mar_ger_vandal_marauders	Vandal Raiders	true
land_units_onscreen_name_rex_east_sas_vuzurgan	Vuzurgan Savaran	true
land_units_onscreen_name_rex_arab_wadai	Wada'i'	true
land_units_onscreen_name_rex_sarm_shield_bearers_warband_arcaragantes	Wærtgin Bal - Ældartæ	true
land_units_onscreen_name_rex_sarm_nobles_warband_g	Wæzdon Bal	true
land_units_onscreen_name_rex_sarm_nobles_warband	Wæzdon Bal	true
land_units_onscreen_name_rex_slav_warlords_braves_geats	Warlord's Braves	true
land_units_onscreen_name_rex_slav_warlords_braves	Warlord's Braves Venedians	true
land_units_onscreen_name_rex_hun_band_gadrauhteis_gepids	Warriors Gepids	true
land_units_onscreen_name_rex_des_axum_maher_warriors	Warriors Mahrem	true
land_units_onscreen_name_rex_arab_bowmen_watlai	Watla'i' Bowmen	true
land_units_onscreen_name_rex_arab_rumha_watlai	Watla'i' Rumha	true
land_units_onscreen_name_rex_arab_skirmishers_watlai	Watla'i' Skirmishers	true
land_units_onscreen_name_rex_celt_scot_squad_bow	Women Bows	true
land_units_onscreen_name_rex_celt_scot_women_warriors	Women Warriors	true
land_units_onscreen_name_rex_arab_zafar_sentinels	Zafar Sentinels	true
land_units_onscreen_name_rex_rom_legionis_quartodecimani	Legionarii Quartodecimani	true
